unit_nr,T24,T30,T50,P15,P30,Nf,Nc,epr,Ps30,BPR,htBleed,W31,W32,T,E
17,642.27,1584.29,1394.24,21.57,553.12,2387.94,9046.06,1.3,47.03,8.3973,391,39.0,23.3956,134.0,False
17,642.13,1578.81,1396.09,21.58,553.99,2388.0,9051.89,1.3,47.16,8.3462,390,39.1,23.4578,133.0,False
17,641.87,1586.21,1398.05,21.58,554.2,2388.04,9053.29,1.3,47.19,8.3827,392,38.97,23.4659,132.0,False
17,641.69,1575.98,1396.54,21.57,553.52,2387.95,9055.72,1.3,47.08,8.391,393,39.04,23.3957,131.0,False
17,642.02,1586.84,1395.28,21.58,553.54,2387.97,9047.87,1.3,47.03,8.4009,390,38.95,23.4342,130.0,False
17,641.75,1584.02,1390.62,21.57,553.48,2388.0,9047.56,1.3,47.11,8.3472,392,38.97,23.3067,129.0,False
17,642.08,1569.38,1393.57,21.58,554.62,2387.94,9058.85,1.3,47.08,8.4003,393,38.99,23.2731,128.0,False
17,641.68,1586.02,1390.42,21.58,553.97,2387.98,9050.02,1.3,47.22,8.3794,392,38.92,23.3657,127.0,False
17,642.34,1585.75,1400.9,21.57,553.32,2387.95,9052.13,1.3,47.06,8.3725,389,39.03,23.427,126.0,False
17,641.96,1586.29,1396.33,21.58,554.41,2388.01,9054.14,1.3,47.04,8.3495,390,39.08,23.4767,125.0,False
17,641.39,1578.34,1387.38,21.58,554.6,2387.95,9051.52,1.3,47.18,8.3625,391,38.97,23.4027,124.0,False
17,642.26,1581.35,1395.21,21.58,553.2,2387.95,9044.79,1.3,46.96,8.418,392,38.9,23.419,123.0,False
17,641.7,1584.27,1396.47,21.58,554.6,2388.0,9056.6,1.3,46.98,8.3974,390,38.96,23.4164,122.0,False
17,641.46,1578.96,1395.22,21.57,554.61,2387.97,9056.82,1.3,47.13,8.414,392,38.92,23.3491,121.0,False
17,642.15,1585.27,1388.92,21.57,553.45,2387.99,9055.08,1.3,47.02,8.3834,392,38.76,23.4405,120.0,False
17,641.88,1581.72,1404.69,21.58,553.59,2388.01,9054.58,1.3,47.18,8.411,392,39.11,23.4994,119.0,False
17,642.34,1580.95,1395.29,21.57,554.29,2387.97,9050.14,1.3,47.24,8.376,391,39.07,23.4919,118.0,False
17,642.1,1583.57,1391.27,21.57,554.0,2388.0,9049.29,1.3,47.07,8.393,390,39.09,23.3293,117.0,False
17,642.36,1584.82,1393.74,21.58,554.99,2387.95,9055.46,1.3,47.08,8.3574,392,38.87,23.2709,116.0,False
17,641.68,1582.57,1395.86,21.57,553.49,2388.0,9048.85,1.3,47.17,8.397,391,39.02,23.4598,115.0,False
17,642.26,1581.83,1401.49,21.58,553.95,2387.98,9047.53,1.3,47.28,8.4013,392,38.9,23.4913,114.0,False
17,642.18,1578.44,1391.82,21.58,554.14,2388.0,9049.48,1.3,47.13,8.349,392,39.01,23.4582,113.0,False
17,641.9,1584.22,1395.27,21.58,554.56,2387.93,9057.86,1.3,47.04,8.3476,390,39.08,23.441,112.0,False
17,642.17,1584.54,1390.42,21.58,555.21,2387.96,9054.38,1.3,46.99,8.3851,391,39.0,23.3557,111.0,False
17,641.6,1588.33,1396.25,21.58,554.62,2388.04,9049.66,1.3,47.06,8.3602,392,39.06,23.4863,110.0,False
17,642.21,1581.54,1390.91,21.58,553.49,2387.97,9057.61,1.3,47.17,8.4057,390,39.13,23.577,109.0,False
17,642.22,1581.75,1395.78,21.57,554.09,2387.98,9057.0,1.3,47.29,8.3571,392,38.99,23.471,108.0,False
17,642.05,1578.92,1393.63,21.58,553.44,2387.96,9052.69,1.3,47.14,8.3416,392,38.85,23.3792,107.0,False
17,642.12,1581.12,1395.45,21.57,554.25,2388.02,9055.38,1.3,47.31,8.4109,390,39.11,23.3553,106.0,False
17,642.09,1586.13,1397.17,21.58,554.66,2388.03,9054.58,1.3,47.03,8.4123,391,39.08,23.3926,105.0,False
17,641.44,1586.27,1394.1,21.58,554.3,2387.97,9057.16,1.3,47.03,8.3257,391,39.17,23.4486,104.0,False
17,642.04,1588.33,1392.51,21.57,554.06,2388.02,9052.85,1.3,47.1,8.3444,391,38.95,23.4305,103.0,False
17,641.8,1586.47,1396.33,21.58,555.34,2388.01,9053.67,1.3,47.25,8.3961,392,38.97,23.3901,102.0,False
17,642.44,1574.37,1394.54,21.58,554.12,2387.98,9046.55,1.3,47.12,8.3783,392,39.07,23.4648,101.0,False
17,642.0,1581.97,1393.94,21.58,555.02,2387.98,9057.04,1.3,47.18,8.3734,392,38.94,23.4164,100.0,False
17,642.06,1580.1,1398.22,21.57,554.78,2387.98,9056.36,1.3,47.14,8.3745,392,39.2,23.3837,99.0,False
17,642.27,1582.2,1389.88,21.58,554.89,2388.04,9054.65,1.3,47.27,8.393,390,38.96,23.4686,98.0,False
17,641.92,1583.69,1392.15,21.57,554.99,2387.98,9056.11,1.3,47.27,8.3587,392,38.93,23.4074,97.0,False
17,642.2,1586.09,1400.4,21.58,554.78,2387.99,9054.03,1.3,47.27,8.3583,391,39.13,23.3358,96.0,False
17,642.3,1580.31,1389.97,21.58,554.59,2387.98,9058.49,1.3,47.08,8.3582,391,39.13,23.4122,95.0,False
17,642.21,1591.93,1395.79,21.58,554.75,2388.05,9056.51,1.3,47.03,8.3634,392,39.09,23.4605,94.0,False
17,641.95,1587.97,1386.87,21.58,555.25,2388.0,9061.54,1.3,47.26,8.361,392,39.13,23.4309,93.0,False
17,642.51,1584.98,1402.77,21.58,555.14,2388.02,9055.19,1.3,47.0,8.3764,391,39.12,23.4873,92.0,False
17,641.65,1586.77,1408.9,21.58,555.09,2388.01,9060.61,1.3,47.19,8.3747,389,39.1,23.3634,91.0,False
17,642.36,1578.34,1390.22,21.57,554.57,2388.0,9054.52,1.3,47.16,8.3712,391,39.08,23.5468,90.0,False
17,641.74,1589.85,1390.7,21.58,555.25,2388.0,9056.99,1.3,47.21,8.3647,391,39.09,23.4505,89.0,False
17,642.51,1590.26,1398.55,21.57,555.14,2387.99,9052.73,1.3,47.47,8.3949,391,39.24,23.4354,88.0,False
17,641.68,1587.07,1398.76,21.58,556.19,2388.03,9064.45,1.3,47.32,8.344,392,39.26,23.45,87.0,False
17,642.29,1588.75,1399.94,21.58,554.92,2388.02,9065.68,1.3,47.23,8.38,392,38.96,23.4683,86.0,False
17,642.15,1580.3,1399.32,21.57,555.67,2388.01,9062.39,1.3,47.25,8.3647,393,39.1,23.4277,85.0,False
17,642.06,1584.5,1395.53,21.57,555.24,2388.0,9059.25,1.3,47.25,8.3573,393,39.12,23.6203,84.0,False
17,641.8,1578.51,1400.91,21.58,555.71,2388.07,9057.0,1.3,47.18,8.3716,390,39.07,23.4621,83.0,False
17,642.13,1588.73,1396.62,21.57,554.93,2388.04,9061.43,1.3,47.22,8.3435,391,39.04,23.4727,82.0,False
17,641.83,1585.25,1397.68,21.58,555.55,2388.03,9060.31,1.3,47.28,8.3642,394,39.08,23.5031,81.0,False
17,642.14,1585.95,1396.4,21.58,555.3,2388.06,9062.91,1.3,47.17,8.3486,391,39.21,23.4192,80.0,False
17,641.95,1588.58,1398.71,21.58,557.28,2388.01,9061.86,1.3,47.27,8.3442,393,39.19,23.4545,79.0,False
17,642.47,1574.21,1396.46,21.58,555.34,2388.02,9059.41,1.3,47.14,8.3657,391,39.05,23.4288,78.0,False
17,642.74,1587.83,1394.02,21.58,556.4,2388.01,9061.73,1.3,47.06,8.3681,392,39.14,23.4604,77.0,False
17,642.7,1587.59,1402.86,21.57,555.88,2388.06,9057.75,1.3,47.16,8.3348,392,39.15,23.2987,76.0,False
17,642.59,1592.84,1405.66,21.58,555.43,2388.05,9066.17,1.3,47.23,8.3531,391,39.15,23.4577,75.0,False
17,642.12,1588.18,1394.13,21.57,555.73,2387.99,9061.32,1.3,47.38,8.3445,391,39.07,23.4496,74.0,False
17,642.31,1588.86,1397.4,21.58,557.06,2388.04,9057.2,1.3,47.17,8.3382,392,39.18,23.4861,73.0,False
17,641.97,1587.01,1404.52,21.58,556.27,2388.06,9056.58,1.3,47.14,8.3781,392,39.26,23.4361,72.0,False
17,642.23,1583.44,1390.86,21.57,556.41,2388.05,9059.59,1.3,47.16,8.3401,392,39.01,23.4881,71.0,False
17,642.63,1581.64,1401.9,21.58,555.86,2388.05,9054.65,1.3,47.13,8.3791,393,39.14,23.4492,70.0,False
17,641.93,1582.48,1399.28,21.58,556.86,2388.05,9061.46,1.3,47.12,8.3241,393,39.17,23.523,69.0,False
17,642.52,1584.76,1403.78,21.58,556.41,2388.05,9057.69,1.3,47.14,8.3158,391,39.13,23.4164,68.0,False
17,642.58,1589.51,1398.83,21.58,556.66,2388.06,9063.11,1.3,47.37,8.3547,391,38.97,23.4653,67.0,False
17,642.38,1593.24,1397.46,21.57,556.24,2388.07,9057.86,1.3,47.39,8.3306,393,39.06,23.3912,66.0,False
17,642.36,1589.57,1397.49,21.58,556.27,2388.07,9064.18,1.3,47.2,8.3316,393,38.99,23.465,65.0,False
17,642.28,1579.3,1402.07,21.58,556.68,2388.09,9063.96,1.3,47.45,8.322,393,39.15,23.4035,64.0,False
17,642.65,1583.77,1395.03,21.57,556.82,2388.05,9070.07,1.3,47.35,8.3442,392,39.14,23.4769,63.0,False
17,642.77,1592.51,1406.06,21.58,557.48,2388.11,9071.24,1.3,47.29,8.3211,393,38.98,23.6171,62.0,False
17,642.29,1588.04,1400.52,21.58,556.43,2388.04,9063.81,1.3,47.3,8.3352,392,39.06,23.3662,61.0,False
17,642.27,1588.29,1400.34,21.58,557.01,2388.04,9065.49,1.3,47.38,8.3176,392,39.01,23.5429,60.0,False
17,642.27,1590.31,1411.57,21.57,557.06,2388.11,9056.41,1.3,47.26,8.3767,394,39.24,23.4501,59.0,False
17,641.98,1591.86,1399.19,21.58,557.17,2388.07,9067.17,1.3,47.29,8.33,392,39.17,23.5509,58.0,False
17,642.14,1584.42,1407.44,21.58,557.1,2388.07,9073.4,1.3,47.21,8.3997,393,38.85,23.5462,57.0,False
17,642.13,1592.92,1407.17,21.58,556.92,2388.1,9072.73,1.3,47.46,8.3977,393,39.35,23.4689,56.0,False
17,642.56,1592.72,1406.02,21.57,557.97,2388.08,9065.57,1.3,47.24,8.3369,393,39.26,23.448,55.0,False
17,642.3,1591.31,1404.58,21.58,558.03,2388.13,9070.32,1.3,47.48,8.3192,393,39.31,23.4992,54.0,False
17,642.26,1587.29,1407.38,21.58,557.1,2388.13,9075.54,1.3,47.5,8.3545,392,39.19,23.5471,53.0,False
17,642.56,1581.66,1404.28,21.58,557.95,2388.17,9068.87,1.3,47.39,8.3553,392,39.43,23.5124,52.0,False
17,642.42,1590.53,1406.56,21.58,558.26,2388.13,9076.06,1.3,47.43,8.3411,392,39.38,23.4697,51.0,False
17,642.19,1583.32,1402.45,21.58,557.94,2388.12,9075.96,1.3,47.31,8.3321,393,39.22,23.448,50.0,False
17,642.52,1586.97,1405.92,21.57,557.48,2388.12,9074.62,1.3,47.33,8.3503,394,39.09,23.4827,49.0,False
17,642.35,1592.35,1411.57,21.57,557.74,2388.09,9074.54,1.3,47.27,8.3332,393,39.22,23.5716,48.0,False
17,642.12,1600.81,1403.17,21.57,557.92,2388.16,9072.06,1.3,47.76,8.3234,391,39.14,23.5273,47.0,False
17,642.95,1586.87,1411.37,21.58,558.64,2388.11,9071.14,1.3,47.52,8.3047,395,39.17,23.4793,46.0,False
17,642.24,1595.38,1401.26,21.57,557.72,2388.13,9071.66,1.3,47.35,8.3459,394,39.24,23.4913,45.0,False
17,642.59,1592.26,1402.03,21.58,558.86,2388.13,9087.87,1.31,47.27,8.352,394,39.02,23.5525,44.0,False
17,642.41,1590.91,1400.6,21.58,558.39,2388.11,9072.69,1.31,47.39,8.3344,392,39.07,23.4407,43.0,False
17,641.77,1584.75,1404.74,21.57,558.63,2388.15,9074.02,1.3,47.4,8.3202,393,39.16,23.4549,42.0,False
17,642.81,1592.52,1406.92,21.58,560.3,2388.15,9075.34,1.31,47.49,8.3077,393,39.21,23.5226,41.0,False
17,641.99,1592.67,1401.78,21.57,558.45,2388.12,9073.83,1.3,47.51,8.3297,393,39.24,23.3963,40.0,False
17,642.11,1586.9,1414.74,21.58,559.42,2388.12,9072.75,1.3,47.5,8.3159,392,39.12,23.5731,39.0,False
17,642.76,1589.17,1399.15,21.58,559.36,2388.13,9074.21,1.31,47.48,8.3395,393,39.19,23.6614,38.0,False
17,642.63,1590.28,1402.29,21.58,559.54,2388.17,9071.69,1.31,47.6,8.3458,394,39.3,23.5517,37.0,False
17,642.57,1586.91,1410.89,21.58,559.72,2388.17,9073.84,1.31,47.49,8.3042,393,39.17,23.5512,36.0,False
17,642.64,1586.15,1406.71,21.58,559.76,2388.18,9081.54,1.3,47.51,8.3393,393,39.38,23.4929,35.0,False
17,642.85,1591.74,1407.41,21.58,559.82,2388.17,9081.14,1.31,47.43,8.2943,393,39.22,23.5528,34.0,False
17,642.57,1592.42,1407.75,21.58,560.44,2388.17,9081.57,1.31,47.45,8.3109,393,39.15,23.6108,33.0,False
17,642.83,1593.21,1408.26,21.57,559.46,2388.22,9077.58,1.31,47.4,8.3336,393,39.33,23.5136,32.0,False
17,642.13,1584.29,1408.93,21.58,560.52,2388.21,9082.89,1.31,47.42,8.2974,394,39.25,23.5247,31.0,False
17,642.3,1585.86,1403.68,21.58,559.76,2388.21,9080.54,1.31,47.66,8.2831,393,39.3,23.703,30.0,False
17,642.07,1594.51,1418.08,21.58,560.77,2388.18,9082.38,1.31,47.56,8.3296,393,39.53,23.624,29.0,False
17,642.69,1589.31,1405.9,21.57,560.27,2388.22,9090.18,1.3,47.44,8.3086,393,39.25,23.5365,28.0,False
17,642.52,1594.83,1412.25,21.57,560.4,2388.23,9079.85,1.31,47.74,8.2929,394,39.25,23.5753,27.0,False
17,642.54,1593.37,1409.89,21.58,560.76,2388.21,9085.51,1.31,47.49,8.3549,394,39.44,23.5456,26.0,False
17,643.18,1601.1,1406.93,21.58,561.93,2388.26,9086.79,1.31,47.58,8.3373,394,39.38,23.638,25.0,False
17,642.29,1593.58,1407.78,21.57,560.79,2388.23,9086.6,1.31,47.48,8.3224,395,39.26,23.514,24.0,False
17,642.59,1586.42,1408.91,21.58,561.76,2388.28,9090.59,1.31,47.61,8.3241,395,39.37,23.6549,23.0,False
17,642.62,1589.94,1411.07,21.57,560.84,2388.18,9084.08,1.31,47.6,8.3547,395,39.29,23.5439,22.0,False
17,642.91,1598.84,1418.95,21.58,561.18,2388.23,9089.12,1.31,47.82,8.308,393,39.38,23.5908,21.0,False
17,642.63,1588.44,1404.99,21.58,562.13,2388.29,9088.89,1.31,47.65,8.3078,394,39.4,23.5673,20.0,False
17,642.62,1584.0,1411.73,21.57,561.36,2388.25,9094.88,1.31,47.51,8.3123,395,39.33,23.5602,19.0,False
17,643.08,1596.62,1410.44,21.58,561.7,2388.26,9087.16,1.31,47.55,8.2977,394,39.39,23.6381,18.0,False
17,642.85,1587.56,1406.69,21.58,563.06,2388.28,9097.46,1.31,47.56,8.2649,396,39.55,23.6686,17.0,False
17,642.97,1592.68,1418.96,21.58,562.7,2388.26,9102.17,1.31,47.63,8.2979,396,39.18,23.609,16.0,False
17,642.54,1598.2,1409.07,21.57,562.74,2388.25,9090.96,1.31,47.61,8.277,396,39.34,23.5898,15.0,False
17,642.62,1594.72,1418.38,21.58,563.12,2388.27,9100.7,1.31,47.91,8.259,394,39.35,23.5836,14.0,False
17,643.3,1594.33,1410.65,21.58,563.15,2388.31,9100.35,1.31,47.8,8.3073,393,39.19,23.6749,13.0,False
17,642.43,1592.15,1406.71,21.58,562.71,2388.27,9096.28,1.31,47.61,8.3077,395,39.63,23.6277,12.0,False
17,642.8,1598.31,1417.91,21.57,563.52,2388.35,9095.77,1.31,47.61,8.2629,393,39.43,23.694,11.0,False
17,642.64,1598.9,1412.27,21.58,563.53,2388.31,9095.78,1.31,48.01,8.2768,395,39.32,23.5575,10.0,False
17,642.66,1594.94,1416.21,21.58,563.16,2388.36,9099.52,1.31,47.66,8.3129,394,39.53,23.5845,9.0,False
17,643.45,1598.47,1411.37,21.57,563.13,2388.28,9092.51,1.31,48.03,8.2947,395,39.5,23.5919,8.0,False
17,643.3,1597.11,1415.12,21.58,565.01,2388.39,9113.4,1.31,47.89,8.2379,397,39.37,23.601,7.0,False
17,642.66,1592.61,1419.72,21.58,564.11,2388.37,9105.97,1.31,47.91,8.2791,397,39.26,23.6675,6.0,False
17,642.96,1592.92,1420.76,21.58,564.24,2388.36,9108.54,1.31,47.85,8.2527,396,39.43,23.6259,5.0,False
17,643.12,1590.29,1418.45,21.58,564.7,2388.39,9100.69,1.31,47.97,8.2441,395,39.34,23.7055,4.0,False
17,643.3,1597.38,1423.44,21.58,564.8,2388.37,9112.07,1.31,47.77,8.3121,395,39.31,23.6608,3.0,False
17,643.39,1601.82,1419.13,21.58,565.14,2388.41,9111.83,1.31,47.75,8.2423,396,39.39,23.6753,2.0,False
17,642.44,1599.83,1415.52,21.58,564.91,2388.4,9110.06,1.31,48.04,8.2736,397,39.23,23.7662,1.0,False
17,643.08,1597.58,1418.25,21.58,566.07,2388.4,9110.21,1.31,48.08,8.2704,395,39.37,23.7498,0.0,False
18,641.46,1579.64,1396.45,21.57,552.04,2387.93,9048.8,1.3,46.95,8.3874,391,39.04,23.3923,299.0,False
18,641.66,1584.21,1392.57,21.57,551.93,2387.87,9038.21,1.3,46.92,8.3964,393,38.94,23.4199,298.0,False
18,642.23,1585.39,1388.77,21.57,552.94,2387.93,9044.59,1.3,47.05,8.4131,392,38.88,23.3759,297.0,False
18,642.3,1583.02,1403.57,21.58,553.14,2387.9,9050.96,1.3,46.9,8.3936,390,38.86,23.2834,296.0,False
18,641.13,1580.72,1389.03,21.58,552.74,2387.93,9036.9,1.3,46.91,8.3994,391,38.93,23.4567,295.0,False
18,641.29,1587.18,1388.23,21.57,553.47,2387.94,9047.41,1.3,46.97,8.3907,390,38.94,23.4533,294.0,False
18,641.85,1585.43,1396.27,21.57,552.52,2387.91,9048.76,1.3,46.95,8.4012,388,39.01,23.5161,293.0,False
18,642.4,1578.51,1397.49,21.57,551.42,2387.26,9034.25,1.3,47.14,8.4011,391,38.8,23.2403,292.0,False
18,641.74,1573.85,1392.31,21.58,553.28,2387.95,9041.47,1.3,47.1,8.3911,388,38.89,23.3503,291.0,False
18,642.16,1582.86,1393.94,21.57,552.24,2387.92,9058.82,1.3,46.96,8.4175,390,38.95,23.3736,290.0,False
18,641.88,1583.62,1393.49,21.57,552.13,2387.9,9050.98,1.3,47.0,8.4081,391,38.84,23.4062,289.0,False
18,642.03,1576.93,1403.08,21.57,550.71,2387.35,9033.74,1.3,47.27,8.4432,389,38.65,23.2629,288.0,False
18,641.79,1586.25,1390.08,21.57,552.48,2387.89,9041.71,1.3,46.96,8.3907,390,39.09,23.3702,287.0,False
18,641.96,1574.35,1404.18,21.57,550.34,2387.15,9029.58,1.3,47.24,8.4284,390,38.94,23.2337,286.0,False
18,641.32,1580.29,1386.23,21.57,552.1,2387.9,9046.52,1.3,47.25,8.4054,393,38.95,23.3464,285.0,False
18,641.89,1579.7,1391.4,21.57,551.84,2387.9,9044.19,1.3,46.92,8.3934,391,39.1,23.365,284.0,False
18,641.12,1584.24,1389.61,21.57,552.64,2387.91,9045.0,1.3,47.0,8.4274,392,38.97,23.3393,283.0,False
18,642.02,1573.44,1381.45,21.57,552.24,2387.9,9045.23,1.3,46.82,8.3648,390,39.02,23.3748,282.0,False
18,641.86,1567.22,1386.7,21.57,551.86,2388.0,9036.85,1.3,46.91,8.3901,389,38.89,23.2346,281.0,False
18,641.99,1580.4,1404.04,21.57,550.31,2387.61,9035.95,1.3,47.08,8.4494,389,38.89,23.3124,280.0,False
18,641.86,1579.06,1389.72,21.57,552.1,2387.89,9042.06,1.3,46.87,8.374,392,38.91,23.438,279.0,False
18,641.9,1586.9,1387.95,21.57,552.28,2387.94,9048.64,1.3,46.87,8.3646,390,38.94,23.4211,278.0,False
18,642.33,1580.9,1403.01,21.56,550.06,2387.46,9044.86,1.3,47.26,8.4401,389,38.78,23.3325,277.0,False
18,641.92,1585.29,1391.05,21.57,552.4,2387.99,9049.79,1.3,47.12,8.3847,390,38.84,23.3981,276.0,False
18,642.15,1582.02,1390.28,21.57,552.78,2387.92,9043.13,1.3,46.96,8.4093,390,38.84,23.3694,275.0,False
18,641.38,1578.94,1391.18,21.57,552.56,2387.93,9042.25,1.3,46.9,8.4089,390,39.04,23.3705,274.0,False
18,641.89,1578.37,1392.84,21.57,552.6,2387.87,9043.1,1.3,47.15,8.3945,391,38.85,23.2664,273.0,False
18,641.87,1571.7,1394.35,21.57,551.77,2387.96,9047.54,1.3,47.13,8.3999,389,38.99,23.3451,272.0,False
18,641.45,1576.55,1397.68,21.57,552.05,2387.95,9038.56,1.3,47.03,8.3609,392,39.16,23.3868,271.0,False
18,642.09,1582.82,1406.46,21.57,550.07,2387.33,9036.65,1.3,47.27,8.4197,389,38.71,23.3272,270.0,False
18,641.64,1572.89,1393.16,21.57,553.47,2387.89,9039.25,1.3,46.99,8.3887,392,38.93,23.3033,269.0,False
18,641.58,1580.82,1390.25,21.57,552.64,2387.96,9038.16,1.3,47.25,8.3666,389,39.06,23.4219,268.0,False
18,641.91,1584.63,1395.59,21.57,552.03,2387.93,9047.18,1.3,47.01,8.3797,389,39.03,23.4306,267.0,False
18,641.94,1580.93,1392.55,21.57,552.3,2387.87,9048.49,1.3,47.08,8.3968,389,39.16,23.3549,266.0,False
18,641.73,1586.26,1401.03,21.58,552.62,2387.95,9041.14,1.3,46.95,8.3825,388,39.09,23.3466,265.0,False
18,641.91,1583.74,1391.68,21.57,553.06,2387.96,9045.19,1.3,47.0,8.3808,390,38.78,23.3968,264.0,False
18,642.17,1576.22,1398.11,21.57,552.41,2387.88,9044.76,1.3,46.9,8.3699,391,38.8,23.3776,263.0,False
18,641.34,1576.02,1388.96,21.57,551.84,2387.9,9046.51,1.3,46.92,8.4296,389,38.86,23.4379,262.0,False
18,641.54,1583.51,1404.58,21.57,553.03,2387.92,9051.04,1.3,46.84,8.4243,390,38.99,23.2908,261.0,False
18,642.24,1580.57,1407.69,21.57,550.88,2387.49,9034.28,1.3,47.29,8.4451,389,38.72,23.2765,260.0,False
18,642.5,1584.85,1389.29,21.57,552.77,2387.91,9046.22,1.3,47.23,8.3777,391,38.98,23.371,259.0,False
18,641.66,1586.16,1387.75,21.57,552.9,2387.91,9036.97,1.3,47.05,8.4177,391,38.83,23.2767,258.0,False
18,642.4,1576.55,1396.39,21.57,551.03,2387.5,9034.98,1.29,47.33,8.4542,391,38.93,23.2553,257.0,False
18,641.74,1579.85,1402.89,21.57,550.18,2387.14,9037.72,1.3,47.24,8.4292,390,38.61,23.2704,256.0,False
18,642.21,1579.74,1399.59,21.57,549.86,2387.0,9034.18,1.3,47.2,8.4198,392,38.76,23.2423,255.0,False
18,642.3,1580.61,1390.92,21.58,553.41,2387.91,9044.51,1.3,47.03,8.411,390,39.03,23.3435,254.0,False
18,642.67,1578.48,1404.52,21.56,550.44,2387.18,9042.27,1.3,47.31,8.4472,389,38.66,23.3572,253.0,False
18,642.14,1583.13,1392.8,21.57,553.14,2387.99,9048.54,1.3,46.92,8.3654,390,39.16,23.311,252.0,False
18,642.31,1577.77,1395.31,21.56,550.7,2387.37,9036.77,1.3,47.34,8.4073,390,38.64,23.3008,251.0,False
18,641.86,1584.94,1386.53,21.57,552.3,2387.95,9049.38,1.3,47.27,8.4152,391,39.08,23.364,250.0,False
18,641.59,1590.88,1390.91,21.57,552.19,2387.99,9042.23,1.3,47.03,8.385,390,38.78,23.3954,249.0,False
18,641.81,1577.96,1397.61,21.56,551.22,2387.68,9039.57,1.3,47.3,8.4589,391,38.92,23.2553,248.0,False
18,641.99,1580.11,1391.99,21.57,552.6,2387.97,9050.03,1.3,46.93,8.4175,391,38.89,23.3588,247.0,False
18,641.89,1580.53,1386.93,21.57,552.61,2387.89,9049.99,1.3,47.0,8.3805,391,38.95,23.3319,246.0,False
18,641.74,1587.3,1393.04,21.57,553.18,2387.92,9042.9,1.3,46.9,8.3547,392,38.81,23.4205,245.0,False
18,641.93,1580.15,1391.37,21.57,551.7,2387.89,9042.4,1.3,47.16,8.4011,390,39.0,23.3077,244.0,False
18,642.09,1581.12,1392.24,21.57,552.34,2387.91,9048.42,1.3,46.88,8.4117,390,39.0,23.3341,243.0,False
18,642.06,1593.43,1394.2,21.57,552.29,2387.86,9047.82,1.3,47.07,8.3998,391,38.98,23.4331,242.0,False
18,641.6,1579.36,1390.55,21.57,552.06,2387.9,9044.6,1.3,47.15,8.3908,390,38.89,23.3726,241.0,False
18,641.99,1579.79,1385.03,21.57,552.5,2387.91,9044.26,1.3,47.07,8.3967,390,38.92,23.2577,240.0,False
18,642.56,1581.02,1397.47,21.57,553.63,2387.88,9044.14,1.3,47.12,8.4066,389,39.02,23.3602,239.0,False
18,641.69,1582.78,1393.78,21.57,552.47,2387.85,9047.21,1.3,46.87,8.3769,390,38.96,23.3321,238.0,False
18,641.86,1569.64,1392.25,21.57,552.86,2387.9,9052.53,1.3,47.1,8.4043,392,38.9,23.3235,237.0,False
18,641.85,1576.55,1393.66,21.57,552.53,2387.95,9047.36,1.3,47.12,8.4073,391,38.76,23.3307,236.0,False
18,641.77,1583.79,1403.1,21.57,552.71,2387.91,9041.53,1.3,47.07,8.3833,391,39.01,23.4156,235.0,False
18,641.96,1572.27,1396.62,21.56,550.6,2387.33,9042.15,1.3,47.04,8.4221,389,38.79,23.2784,234.0,False
18,641.48,1583.97,1390.83,21.57,552.74,2387.9,9038.61,1.3,46.91,8.4184,390,38.86,23.3491,233.0,False
18,641.79,1574.71,1387.87,21.57,552.57,2387.91,9045.85,1.3,46.97,8.3751,390,38.99,23.4237,232.0,False
18,642.1,1578.86,1386.4,21.57,552.51,2387.92,9039.13,1.3,46.91,8.4063,390,39.15,23.3833,231.0,False
18,641.82,1581.46,1386.9,21.57,552.59,2387.94,9053.46,1.3,47.1,8.3837,389,38.93,23.4157,230.0,False
18,641.86,1590.6,1391.75,21.57,552.81,2387.93,9038.04,1.3,47.09,8.4263,390,39.01,23.3451,229.0,False
18,641.7,1584.65,1392.43,21.57,552.6,2387.88,9048.12,1.3,47.0,8.428,390,39.16,23.404,228.0,False
18,642.13,1580.6,1400.69,21.57,551.04,2387.18,9032.54,1.3,47.39,8.4223,391,38.74,23.3743,227.0,False
18,642.22,1578.67,1390.29,21.57,552.97,2387.91,9039.8,1.3,47.18,8.3826,389,38.83,23.4148,226.0,False
18,641.96,1574.11,1389.96,21.57,552.07,2387.92,9041.28,1.3,47.07,8.4003,391,38.82,23.3629,225.0,False
18,641.94,1580.21,1391.48,21.57,552.91,2387.85,9044.68,1.3,47.14,8.3908,391,38.82,23.2918,224.0,False
18,641.95,1578.5,1387.44,21.57,552.49,2387.94,9048.86,1.3,47.03,8.4019,391,38.94,23.4242,223.0,False
18,642.15,1582.89,1390.87,21.57,552.56,2387.91,9047.83,1.3,46.87,8.4014,392,38.96,23.3307,222.0,False
18,641.82,1570.81,1386.91,21.57,552.15,2387.92,9042.52,1.3,47.05,8.3851,391,38.89,23.3484,221.0,False
18,642.12,1577.34,1385.09,21.58,552.81,2387.96,9052.03,1.3,46.9,8.3989,390,38.93,23.3459,220.0,False
18,641.74,1577.83,1392.65,21.57,553.21,2387.85,9048.83,1.3,47.08,8.4127,390,38.93,23.3606,219.0,False
18,641.99,1584.73,1396.53,21.57,552.41,2387.93,9044.73,1.3,46.99,8.3971,391,38.92,23.3995,218.0,False
18,641.67,1582.1,1390.22,21.57,551.83,2387.98,9041.27,1.3,47.19,8.3741,391,39.02,23.3528,217.0,False
